"id","name","type","typeCode","bizType","address","gcj02_lng","gcj02_lat","wgs84_lng","wgs84_lat","tel","provinceName","cityName","adName"
"B0FFFEEH8F","广良寺","风景名胜;风景名胜;寺庙道观","110205","tour","北沿公路1331","121.836319","31.540976","121.83207387314734","31.543009269706296","021-59402329","上海市","上海市","崇明区"
"B0FFGYR6SW","清净庵","风景名胜;风景名胜;寺庙道观","110205","tour","裕安镇德云村253号","121.835005","31.543539","121.8307562983871","31.545569565389744","021-59402229","上海市","上海市","崇明区"
"B00156CLWX","东滩湿地公园","风景名胜;公园广场;公园","110101","tour","东旺路","121.951233","31.516967","121.9470589579721","31.519023472756196","021-39367000;021-39367042","上海市","上海市","崇明区"
"B0GR3LK1FA","陈家镇社区文化活动中心室外公共广场","风景名胜;公园广场;城市广场","110105","tour","陈家镇裕国路388号","121.842458","31.522137","121.83822994849919","31.52418366759741","[]","上海市","上海市","崇明区"
"B0GK9HOUD8","清净庵香烛供应处","风景名胜;风景名胜;寺庙道观","110205","tour","北沿公路与老庙路交叉口西北200米","121.834952","31.543167","121.83070319393812","31.54519750339704","[]","上海市","上海市","崇明区"
"B0FFGYRICS","崇明区三佛讲寺","风景名胜;风景名胜;寺庙道观","110205","tour","陈家镇鸿田村灯塔12队","121.852212","31.507958","121.84800866969161","31.510023508506748","[]","上海市","上海市","崇明区"
"B0FFG1PXOM","中新农业泰生示范农场-湿地","风景名胜;风景名胜相关;旅游景点","110000","tour","汲浜公路中新农业泰生示范农场内","121.811496","31.599045","121.80718272888974","31.601028287474367","[]","上海市","上海市","崇明区"
"B0FFMBDE7P","忘忧谷","风景名胜;风景名胜相关;旅游景点","110000","tour","安振路与裕鸿路交叉路口往南约70米","121.838501","31.516016","121.83426351832254","31.518056242882903","[]","上海市","上海市","崇明区"
"B00155FJ51","上海崇明东滩鸟类国家级自然保护区","风景名胜;风景名胜;风景名胜","110200","tour","东滩东旺大道","121.95908","31.496941","121.95489018812378","31.498982765185367","021-59471556;021-59470418","上海市","上海市","崇明区"
"B0FFG95WBE","世纪大道崇明岛","风景名胜;公园广场;植物园","110103","tour","永兴路与界子路交叉口东北50米","121.798936","31.555954","121.79459710400076","31.55791868031115","[]","上海市","上海市","崇明区"
"B0FFHCV99X","耶稣堂","风景名胜;风景名胜;教堂","110206","tour","北沿公路1417号附近","121.816428","31.559931","121.81213029254211","31.561925353109174","[]","上海市","上海市","崇明区"
"B0FFJZQHW0","三岛别院·孔雀园","体育休闲服务;体育休闲服务场所;体育休闲服务场所|风景名胜;风景名胜相关;旅游景点","080000|110000","[]","裕丰北路与先晨路中间","121.829534","31.506547","121.82527433771652","31.508571808488735","[]","上海市","上海市","崇明区"
